"consent","attention_1","attention_2","self_wash_hands","self_avoid_gatherings","self_isolate","self_share_post","other_wash_hands","other_avoid_gatherings","other_isolate","other_cancel_holiday","person_trustworthiness","person_moral","covid_threat","covid_self_die","covid_other_die","covid_self_responsible","covid_other_responsible","covid_control","covid_home_unpleasant","covid_sought_information","covid_cases_local","covid_cases_personal","forced_choice_message","OUS1","OUS2","OUS3","OUS4","OUS5","OUS6","OUS7","OUS8","OUS9","mood_now","gender","age","ethnicity","health_condition","english_native","marital_status","children","living_situation","Q67_4_TEXT","local_state","education","employment","employer_home_support","income","perceived_class","interest_politics","economic_conservatism","social_conservatism","political_party","Q222_4_TEXT","social_media_hours","social_media_minutes","belief_god","religiosity","general_comments","source_condition","message_condition","gender_binary","gender_binary_numeric","race","education_numeric","overall_conservatism","impartial_beneficence","instrumental_harm","comp1_passed","comp2_passed","comp_passed"
1,2,3,7,1,1,1,4,4,4,4,5,6,3,1,2,4,4,4,7,5,"Yes","No","Utilitarian",1,4,7,7,7,1,1,1,1,2,"Female",40,"White","No",1,1,"No Children","Alone","","MA","PostGrad or Professional degree","Full-Time","No",4,8,2,4,2,"Independent","",0,0,1,1,"","Citizen","Utilitarian","Female",NA,"White",5,3,5.2,1,"Passed","Passed","Passed"
1,2,2,3,4,1,2,4,3,2,5,3,4,4,1,2,4,2,2,2,4,"No","No","Utilitarian",1,1,1,2,2,1,1,1,1,4,"Female",38,"White","No",1,2,"1 Child","Partners/Family","","Illinois","2 year Degree","Full-Time","No",5,5,3,6,6,"Republican","",0,15,10,6,"na","Citizen","Virtue","Female",NA,"White",3,6,1.4,1,"Passed","Passed","Passed"
1,4,3,7,7,7,6,4,4,4,4,4,6,7,2,4,7,4,4,1,7,"No","No","Utilitarian",1,1,7,6,7,2,6,2,1,3,"Female",38,"White","No",1,2,"4+ Children","Partners/Family","","tennessee","2 year Degree","Full-Time","No",7,7,3,2,1,"Democrat","",3,0,10,5,"","Leader","Utilitarian","Female",NA,"White",3,1.5,4.4,2.75,"Passed","Passed","Passed"
1,2,NA,6,4,1,2,5,3,1,5,4,6,5,2,4,5,3,4,1,7,"Yes","No","Deontological",3,3,2,2,2,2,3,3,3,3,"Male",57,"White","No",1,1,"No Children","Alone","","Texas","Some college","Full-Time","No",6,7,2,5,3,"Democrat","",0,30,3,2,"","Citizen","Non-Moral","Male",NA,"White",2,4,2.4,2.75,"Passed","Passed","Passed"
1,2,1,7,4,3,2,7,5,4,4,7,7,7,1,2,7,4,4,1,7,"Yes","No","Utilitarian",5,6,7,6,2,1,5,1,1,2,"Male",33,"White","Yes",1,2,"1 Child","Partners/Family","","Minnesota","4 Year Degree","Full-Time",NA,8,5,3,2,2,"Democrat","",1,30,2,2,"","Citizen","Deontological","Male",NA,"White",4,2,5.2,2,"Passed","Passed","Passed"
1,4,3,5,7,6,1,6,6,4,5,4,5,5,1,1,5,6,4,2,6,"Not Sure","No","Utilitarian",3,3,6,4,5,3,2,2,5,4,"Male",39,"White","Yes",1,1,"No Children","Alone","","Indiana","4 Year Degree","Part-Time","Yes",4,5,2,1,1,"Democrat","",2,0,3,2,"No comments.","Leader","Utilitarian","Male",NA,"White",4,1,4.2,3,"Passed","Passed","Passed"
1,2,3,7,4,4,7,6,6,6,6,6,6,6,1,1,4,4,4,5,1,"No","No","Utilitarian",1,1,4,4,4,5,4,7,5,3,"Male",24,"Hispanic","No",2,1,"1 Child","Partners/Family","","new jersey","High School","Full-Time","No",8,5,2,1,1,"Democrat","",2,0,1,1,"","Citizen","Utilitarian","Male",NA,"Unspecified",1,1,2.8,5.25,"Passed","Passed","Passed"
1,2,1,7,7,6,1,4,4,4,4,6,6,6,3,4,6,4,3,1,7,"Yes","No","Utilitarian",2,6,7,6,5,1,2,2,2,3,"Female",42,"Black","No",1,2,"1 Child","Partners/Family","","Florida ","PostGrad or Professional degree","Full-Time","No",10,4,3,2,3,"Democrat","",0,15,10,5,"","Citizen","Deontological","Female",NA,"Black",5,2.5,5.2,1.75,"Passed","Passed","Passed"
1,2,2,7,4,4,4,4,4,4,4,4,5,4,2,3,6,3,6,4,2,"Yes","No","Utilitarian",6,2,6,5,3,2,4,2,5,4,"Female",39,"White","No",1,5,"3 Children","Housemates","","Louisiana","High School","Full-Time","No",6,3,1,4,4,"None","",3,30,10,4,"","Citizen","Virtue","Female",NA,"White",1,4,4.4,3.25,"Passed","Passed","Passed"
1,4,2,4,5,1,1,4,4,3,5,4,4,5,1,2,4,3,2,3,6,"Not Sure","No","Utilitarian",1,1,2,1,2,1,1,1,3,4,"Female",28,"White","No",1,1,"No Children","Housemates","","Oregon","Some college","Full-Time","No",5,8,2,4,1,"Other","Libertarian",4,30,3,1,"I answered that it would be extremely unlikely for me to stay home right now. This is not because I am not worried about the virus, it’s because I work as a bartender and my boss has not shut down, I’m still required to work and can not afford to stay home. ","Leader","Virtue","Female",NA,"White",2,2.5,1.4,1.5,"Passed","Passed","Passed"
1,4,3,7,7,4,4,6,5,5,3,4,4,6,1,4,1,4,6,4,6,"Yes","No","Virtue",6,4,4,4,2,1,4,6,1,3,"Male",23,"Other","No",1,1,"No Children","Partners/Family","","CO","2 year Degree","Student",NA,2,5,2,7,4,"Republican","",3,0,10,5,"","Leader","Utilitarian","Male",NA,"Unspecified",3,5.5,4,3,"Passed","Passed","Passed"
1,2,1,7,7,2,1,5,2,2,4,5,6,7,2,3,7,2,4,2,7,"Not Sure","No","Utilitarian",4,4,7,4,5,2,4,2,4,2,"Female",69,"White","No",1,4,"2 Children","Partners/Family","","Illinois","PostGrad or Professional degree","Full-Time","No",8,4,3,3,2,"Independent","",4,0,9,4,"","Citizen","Deontological","Female",NA,"White",5,2.5,4.8,3,"Passed","Passed","Passed"
1,2,1,6,7,6,3,3,5,5,5,6,6,6,2,5,5,5,5,2,6,"Yes","No","Utilitarian",2,3,7,5,7,2,5,2,5,4,"Other",25,"White","No",1,1,"No Children","Partners/Family","","California","PostGrad or Professional degree","Part-Time","Yes",6,6,2,2,1,"Democrat","",3,0,2,2,"","Citizen","Deontological",NA,NA,"White",5,1.5,4.8,3.5,"Passed","Passed","Passed"
1,4,NA,6,6,6,7,5,4,4,4,5,5,6,4,4,5,6,4,1,4,"Yes","Not Sure","Utilitarian",6,3,3,4,5,4,6,5,4,2,"Female",40,"White","Yes",1,2,"2 Children","Partners/Family","","florida","PostGrad or Professional degree","Full-Time","Yes",10,5,2,6,6,"Republican","",2,30,8,4,"none","Leader","Non-Moral","Female",NA,"White",5,6,4.2,4.75,"Passed","Passed","Passed"
1,2,3,7,7,7,7,4,4,4,4,6,6,7,2,5,7,5,5,7,7,"Yes","No","Deontological",6,2,7,6,2,4,4,2,4,4,"Male",40,"Asian","Yes",1,2,"No Children","Partners/Family","","TN","PostGrad or Professional degree","Full-Time","Yes",10,8,3,1,1,"Democrat","",2,30,1,1,"God Save US all. ","Citizen","Utilitarian","Male",NA,"Asian",5,1,4.6,3.5,"Passed","Passed","Passed"
1,2,3,7,4,2,1,1,1,1,1,5,4,4,1,3,3,4,7,7,1,"Yes","No","Utilitarian",6,5,6,6,6,3,2,1,3,3,"Male",30,"Hispanic","No",1,2,"2 Children","Partners/Family","","TX","Some college","Full-Time","No",5,8,2,5,2,"Democrat","",3,0,1,1,"","Citizen","Utilitarian","Male",NA,"Unspecified",2,3.5,5.8,2.25,"Passed","Passed","Passed"
1,2,3,4,4,3,3,5,3,3,2,4,4,7,2,6,4,6,3,1,7,"Yes","No","Deontological",2,2,5,3,5,2,2,2,2,4,"Female",35,"White","No",1,1,"No Children","Alone","","Washington","PostGrad or Professional degree","Full-Time","Yes",10,2,2,1,1,"Democrat","",3,30,1,1,"","Citizen","Utilitarian","Female",NA,"White",5,1,3.4,2,"Passed","Passed","Passed"
1,4,2,7,7,4,1,4,4,1,3,5,7,7,1,2,7,5,4,5,7,"Yes","No","Deontological",4,5,7,5,4,2,1,3,1,4,"Female",29,"White","No",1,1,"No Children","Housemates","","Pennsylvania","4 Year Degree","Full-Time","Yes",5,7,3,1,1,"Democrat","",3,0,7,2,"","Leader","Virtue","Female",NA,"White",4,1,5,1.75,"Passed","Passed","Passed"
1,2,1,7,7,7,2,6,3,3,6,7,7,7,2,4,7,1,6,1,7,"Yes","No","Utilitarian",3,3,7,6,5,1,7,4,5,6,"Female",72,"White","Not Sure",1,1,"No Children","Alone","","NY","PostGrad or Professional degree","Unemployed",NA,5,5,3,4,3,"Democrat","",12,0,8,5,"Thank you for a very thoughtful survey. I hope people care enough about each other to do the right thing and stay home. And use sanitizer the second after they touch anything away from home and wash up at home right after.","Citizen","Deontological","Female",NA,"White",5,3.5,4.8,4.25,"Passed","Passed","Passed"
1,4,1,7,7,4,4,5,6,3,5,6,7,5,3,3,7,5,3,1,7,"No","No","Utilitarian",3,3,5,5,4,3,5,4,3,3,"Female",29,"White","No",1,1,"No Children","Partners/Family","","Wisconsin","Some college","Part-Time","No",4,5,3,3,2,"Independent","",3,0,5,1,"","Leader","Deontological","Female",NA,"White",2,2.5,4,3.75,"Passed","Passed","Passed"
1,2,1,3,6,5,1,2,4,3,5,6,4,6,1,1,6,2,3,2,6,"Not Sure","No","Utilitarian",6,4,3,3,6,2,1,1,2,2,"Female",55,"White","Yes",1,2,"2 Children","Partners/Family","","NC","4 Year Degree","Unemployed",NA,6,7,3,1,1,"Democrat","",0,45,1,1,"","Citizen","Deontological","Female",NA,"White",4,1,4.4,1.5,"Passed","Passed","Passed"
1,4,2,7,7,7,7,6,6,6,7,4,4,2,1,1,7,1,7,1,7,"Yes","No","Utilitarian",4,1,7,5,1,5,5,7,7,3,"Male",26,"Hispanic","No",2,1,"No Children","Partners/Family","","california","4 Year Degree","Part-Time","Yes",5,4,3,7,2,"Republican","",5,0,5,2,"","Leader","Virtue","Male",NA,"Unspecified",4,4.5,3.6,6,"Passed","Passed","Passed"
1,2,3,7,7,6,1,6,6,6,4,6,6,6,1,1,6,5,4,1,5,"Not Sure","No","Deontological",2,2,5,5,3,1,1,1,3,3,"Female",45,"Asian","No",1,2,"No Children","Partners/Family","","Illinois","Some college","Part-Time","Yes",2,4,2,2,2,"Independent","",1,0,1,1,"","Citizen","Utilitarian","Female",NA,"Asian",2,2,3.4,1.5,"Passed","Passed","Passed"
1,4,3,5,5,4,3,4,4,4,6,6,5,6,2,2,4,5,5,3,7,"No","No","Deontological",3,5,6,4,4,2,3,4,2,3,"Male",29,"White","No",2,2,"No Children","Partners/Family","","IN","PostGrad or Professional degree","Part-Time","Yes",4,4,2,3,2,"Democrat","",2,0,2,2,"","Leader","Utilitarian","Male",NA,"White",5,2.5,4.4,2.75,"Passed","Passed","Passed"
1,4,NA,6,7,6,3,5,4,4,3,7,6,7,1,4,7,4,4,4,7,"No","No","Deontological",5,5,5,6,5,4,2,4,4,4,"Female",27,"White","Not Sure",1,1,"No Children","Partners/Family","","NY","4 Year Degree","Full-Time","Yes",5,8,3,3,1,"Democrat","",3,30,1,1,"","Leader","Non-Moral","Female",NA,"White",4,2,5.2,3.5,"Passed","Passed","Passed"
1,4,1,7,7,4,1,4,4,4,4,3,4,4,1,4,7,5,1,1,2,"Yes","No","Deontological",3,2,6,2,5,2,2,3,2,3,"Male",32,"White","No",1,1,"No Children","Partners/Family","","Texas","High School","Part-Time","No",1,9,1,3,3,"Other","Middle leaning Democrat",4,0,1,1,"","Leader","Deontological","Male",NA,"White",1,3,3.6,2.25,"Passed","Passed","Passed"
1,4,NA,4,7,4,7,4,4,4,4,4,4,5,1,4,4,5,2,4,6,"No","No","Deontological",5,5,5,4,5,1,1,1,2,4,"Male",41,"White","No",1,4,"1 Child","Partners/Family","","Alaska","4 Year Degree","Part-Time","No",2,9,2,2,3,"Democrat","",1,0,1,1,"This epidemic will cost me 8% or more of my yearly income.","Leader","Non-Moral","Male",NA,"White",4,2.5,4.8,1.25,"Passed","Passed","Passed"
1,2,2,7,7,4,4,5,5,4,4,6,5,7,1,5,7,5,5,4,7,"No","No","Virtue",2,5,3,3,5,1,4,2,4,2,"Male",48,"White","No",1,2,"2 Children","Partners/Family","","Minnesota","2 year Degree","Full-Time","No",8,5,2,1,1,"Democrat","",2,30,1,1,"","Citizen","Virtue","Male",NA,"White",3,1,3.6,2.75,"Passed","Passed","Passed"
1,2,1,7,7,5,2,6,4,1,3,4,6,6,2,4,5,4,4,3,7,"No","No","Deontological",3,2,5,1,2,2,1,2,2,4,"Female",29,"White","No",1,1,"No Children","Partners/Family","","Iowa","4 Year Degree","Full-Time","No",5,7,2,1,1,"None","",8,32,5,2,"","Citizen","Deontological","Female",NA,"White",4,1,2.6,1.75,"Passed","Passed","Passed"
1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,"No","No","Utilitarian",4,5,4,4,4,4,4,5,4,4,"Male",25,"Hispanic","No",2,1,"No Children","Partners/Family","","florida","High School","Unemployed",NA,5,5,1,2,3,"Independent","",4,30,7,4,"","Citizen","Virtue","Male",NA,"Unspecified",1,2.5,4.2,4.25,"Passed","Passed","Passed"
1,2,2,7,1,1,1,1,1,1,4,1,3,3,1,2,1,4,3,7,2,"No","No","Utilitarian",1,1,2,6,2,1,1,1,1,3,"Male",24,"White","Not Sure",1,2,"No Children","Partners/Family","","Mo","Some college","Unemployed",NA,1,4,1,4,4,"Independent","",6,2,1,1,"","Citizen","Virtue","Male",NA,"White",2,4,2.4,1,"Passed","Passed","Passed"
1,4,2,7,7,7,2,3,3,3,2,5,4,6,1,3,6,7,5,2,7,"Yes","No","Utilitarian",5,4,6,6,6,6,5,6,6,3,"Female",19,"White","No",1,1,"No Children","Housemates","","Alabama","Some college","Student",NA,2,8,2,5,2,"Independent","",2,30,10,6,"","Leader","Virtue","Female",NA,"White",2,3.5,5.4,5.75,"Passed","Passed","Passed"
1,2,NA,6,5,4,3,4,4,4,3,4,5,5,2,2,4,4,4,5,5,"Yes","No","Virtue",4,4,5,4,3,4,3,4,3,3,"Female",30,"Black","Prefer not to say",1,1,"No Children","Partners/Family","","New York","4 Year Degree","Full-Time","No",2,4,2,3,2,"Independent","",3,0,10,5,"","Citizen","Non-Moral","Female",NA,"Black",4,2.5,4,3.5,"Passed","Passed","Passed"
1,2,2,7,7,7,1,3,3,1,1,4,4,4,1,3,7,7,7,1,7,"Not Sure","No","Virtue",5,4,4,7,4,3,4,3,1,3,"Female",34,"White","No",1,1,"No Children","Partners/Family","","SC","High School","Unemployed",NA,4,9,1,7,5,"None","",1,45,10,5,"","Citizen","Virtue","Female",NA,"White",1,6,4.8,2.75,"Passed","Passed","Passed"
1,2,3,7,7,7,6,6,6,6,6,6,6,5,1,1,7,4,6,2,4,"No","No","Utilitarian",1,1,1,1,1,6,1,1,1,2,"Male",58,"Black","No",1,1,"No Children","Alone","","Illinois ","4 Year Degree","Full-Time","Yes",7,3,2,4,4,"Democrat","",5,0,10,6,"","Citizen","Utilitarian","Male",NA,"Black",4,4,1,2.25,"Passed","Passed","Passed"
1,4,1,7,6,5,4,6,6,6,7,5,4,5,2,3,7,3,5,6,7,"No","No","Utilitarian",4,3,5,2,4,3,3,3,4,4,"Female",60,"Hispanic","No",1,1,"No Children","Housemates","","virginia","4 Year Degree","Full-Time","Yes",8,4,3,4,2,"Independent","",2,5,1,1,"Thank you!","Leader","Deontological","Female",NA,"Unspecified",4,3,3.6,3.25,"Passed","Passed","Passed"
1,4,1,7,4,3,4,5,6,5,6,5,6,5,1,4,5,3,4,5,7,"Yes","No","Utilitarian",3,4,6,6,4,3,2,5,2,3,"Male",29,"Black","Not Sure",1,1,"No Children","Housemates","","New Jersey","4 Year Degree","Student",NA,1,8,3,6,3,"Independent","",3,45,4,1,"","Leader","Deontological","Male",NA,"Black",4,4.5,4.6,3,"Passed","Passed","Passed"
1,2,NA,6,5,4,3,5,5,5,6,6,7,6,1,3,4,5,6,3,7,"Yes","No","Utilitarian",2,5,2,4,6,3,3,3,4,3,"Female",19,"White","No",1,1,"No Children","Partners/Family","","NJ","High School","Student",NA,1,7,1,3,2,"Independent","",2,0,2,1,"","Citizen","Non-Moral","Female",NA,"White",1,2.5,3.8,3.25,"Passed","Passed","Passed"
1,4,NA,5,5,5,1,4,4,4,3,4,4,3,1,1,2,2,3,1,7,"Yes","No","Virtue",5,7,5,1,1,3,1,3,3,2,"Male",44,"White","No",1,2,"2 Children","Partners/Family","","Ohio","4 Year Degree","Full-Time","No",7,5,3,6,3,"Other","Libertarian",1,0,1,1,"","Leader","Non-Moral","Male",NA,"White",4,4.5,3.8,2.5,"Passed","Passed","Passed"
1,4,1,6,6,5,4,4,4,3,3,6,6,5,1,3,5,4,6,3,7,"Yes","No","Utilitarian",4,5,5,2,2,5,2,5,5,2,"Male",31,"White","No",1,2,"2 Children","Partners/Family","","TX","Some college","Full-Time","Yes",7,5,2,6,6,"Republican","",1,0,10,6,"","Leader","Deontological","Male",NA,"White",2,6,3.6,4.25,"Passed","Passed","Passed"
1,4,1,4,6,6,2,3,4,4,5,5,5,5,2,4,4,6,6,4,6,"No","No","Utilitarian",5,2,3,2,2,5,2,2,5,2,"Male",50,"White","No",1,2,"No Children","Partners/Family","","california","4 Year Degree","Full-Time","No",10,3,3,2,2,"Democrat","",3,30,1,1,"","Leader","Deontological","Male",NA,"White",4,2,2.8,3.5,"Passed","Passed","Passed"
1,2,3,6,5,5,3,5,4,4,2,6,5,4,2,3,5,5,6,1,5,"Yes","No","Deontological",4,2,6,6,4,5,5,5,6,3,"Female",18,"Black","No",1,1,"No Children","Partners/Family","","nevada","Some college","Student",NA,5,7,2,2,2,"Democrat","",2,0,7,5,"","Citizen","Utilitarian","Female",NA,"Black",2,2,4.4,5.25,"Passed","Passed","Passed"
1,2,1,5,6,5,2,4,4,4,3,4,6,5,2,3,6,5,4,2,5,"No","No","Virtue",2,2,2,3,3,4,5,1,5,3,"Male",49,"White","No",1,4,"3 Children","Partners/Family","","Illinois","2 year Degree","Full-Time","No",8,5,2,4,4,"None","",2,1,1,1,"thanks for the opportunity to participate","Citizen","Deontological","Male",NA,"White",3,4,2.4,3.75,"Passed","Passed","Passed"
1,4,2,7,7,7,4,4,3,2,4,7,7,7,1,4,7,7,4,4,5,"Yes","Not Sure","Utilitarian",4,4,6,5,5,5,1,2,5,3,"Female",30,"Hispanic","Not Sure",1,1,"No Children","Alone","","Illinois","4 Year Degree","Full-Time","No",6,8,2,4,1,"Democrat","",4,0,1,1,"","Leader","Virtue","Female",NA,"Unspecified",4,2.5,4.8,3.25,"Passed","Passed","Passed"
1,4,2,7,7,7,1,4,4,4,3,6,5,5,1,2,7,2,4,2,6,"No","No","Utilitarian",3,1,2,2,1,5,4,5,4,4,"Female",59,"White","No",1,2,"2 Children","Partners/Family","","Kentucky","High School","Unemployed",NA,7,7,1,4,4,"None","",0,40,1,1,"","Leader","Virtue","Female",NA,"White",1,4,1.8,4.5,"Passed","Passed","Passed"
1,2,2,7,7,4,4,4,4,4,2,4,4,7,1,4,7,7,4,7,7,"Yes","Not Sure","Utilitarian",2,3,4,3,3,1,2,4,1,3,"Female",31,"White","Not Sure",1,2,"No Children","Partners/Family","","New York","4 Year Degree","Full-Time","No",7,3,3,4,2,"Democrat","",4,3,1,1,"","Citizen","Virtue","Female",NA,"White",4,3,3,2,"Passed","Passed","Passed"
1,4,2,5,2,1,1,3,4,2,4,4,4,5,3,5,4,4,2,7,6,"Yes","No","Deontological",3,2,3,3,3,3,2,1,5,3,"Male",45,"White","No",1,1,"No Children","Alone","","New York","Some college","Unemployed",NA,3,9,2,5,3,"Democrat","",12,0,10,1,"","Leader","Virtue","Male",NA,"White",2,4,2.8,2.75,"Passed","Passed","Passed"
1,2,3,7,7,5,1,4,4,3,3,3,3,6,3,4,5,3,6,2,4,"Yes","No","Utilitarian",1,2,2,2,2,3,3,4,4,3,"Male",65,"White","No",1,2,"2 Children","Partners/Family","","Florida","2 year Degree","Part-Time","Yes",5,8,3,7,3,"Republican","",0,0,10,7,"no comments","Citizen","Utilitarian","Male",NA,"White",3,5,1.8,3.5,"Passed","Passed","Passed"
1,4,NA,2,4,4,3,3,4,4,2,4,4,3,1,1,3,3,4,1,1,"Not Sure","No","Virtue",6,2,6,6,5,6,2,4,4,3,"Male",35,"White","No",1,4,"1 Child","Housemates","","WA","Some college","Part-Time","Yes",1,9,1,4,4,"None","",0,30,1,1,"","Leader","Non-Moral","Male",NA,"White",2,4,5,4,"Passed","Passed","Passed"
1,4,NA,7,7,7,7,7,7,7,7,7,7,7,1,1,1,4,2,1,1,"Yes","No","Deontological",4,5,4,5,1,4,4,4,1,1,"Female",57,"Black","No",1,1,"1 Child","Partners/Family","","cleveland ohio","High School","Full-Time","No",4,7,2,2,2,"Independent","",4,5,10,4,"","Leader","Non-Moral","Female",NA,"Black",1,2,3.8,3.25,"Passed","Passed","Passed"
1,2,2,4,7,7,1,3,4,3,4,4,4,4,1,3,4,4,3,1,1,"No","No","Utilitarian",4,2,4,5,5,2,2,2,1,3,"Male",55,"White","No",1,2,"1 Child","Partners/Family","","Maine","Some college","Full-Time","Yes",2,1,3,1,1,"Other","Anarchists don't ""party"" that way.",2,0,1,1,"There are more options than liberal/democrat and conservative/republican and the mediocre middle. Also, that ladder concept is irksome and so much a gleaming facet of the human problem. It is quite possible to choose to have an uncommon carreer - homesteading hermit - for instance, and live well and with style on less than the ""poverty level"", while actually being of benefit to the place one lives.
Go gently - dwell in beauty.","Citizen","Virtue","Male",NA,"White",2,1,4,1.75,"Passed","Passed","Passed"
1,2,1,7,6,3,1,7,4,4,6,4,5,5,1,1,5,1,5,4,7,"Yes","Not Sure","Utilitarian",1,2,1,3,1,1,2,2,4,1,"Female",52,"White","No",1,2,"2 Children","Partners/Family","","WA","4 Year Degree","Full-Time","No",7,7,2,7,5,"Republican","",0,10,10,5,"I feel like there has been little information on this crisis conveyed clearly to us and we live a few miles from the Life Care Center in Kirkland where the majority of the deaths occured.   ","Citizen","Deontological","Female",NA,"White",4,6,1.6,2.25,"Passed","Passed","Passed"
1,4,1,7,7,7,4,4,4,4,4,7,7,7,1,3,7,4,4,4,7,"Not Sure","No","Deontological",4,4,6,6,4,3,4,2,4,3,"Female",41,"White","No",1,4,"3 Children","Partners/Family","","florida","Some college","Full-Time","Yes",4,9,2,1,1,"Democrat","",1,15,1,1,"N/A","Leader","Deontological","Female",NA,"White",2,1,4.8,3.25,"Passed","Passed","Passed"
1,4,2,7,7,7,5,7,7,6,6,6,6,6,2,3,6,5,5,4,6,"No","No","Virtue",3,2,6,6,3,2,2,1,3,3,"Female",52,"Black","No",1,1,"No Children","Alone","","NC","2 year Degree","Full-Time","No",6,7,3,6,6,"Democrat","",4,0,10,6,"","Leader","Virtue","Female",NA,"Black",3,6,4,2,"Passed","Passed","Passed"
1,2,3,7,7,7,7,4,4,4,4,6,7,7,3,4,7,7,7,4,7,"Yes","No","Utilitarian",2,6,3,3,2,7,5,7,5,3,"Female",29,"White","Yes",1,2,"No Children","Partners/Family","","NC","4 Year Degree","Full-Time","Yes",5,7,3,7,4,"Republican","",0,45,10,5,"","Citizen","Utilitarian","Female",NA,"White",4,5.5,3.2,6,"Passed","Passed","Passed"
1,4,1,6,6,3,2,5,5,2,2,6,6,6,2,3,5,6,4,5,6,"No","No","Utilitarian",3,4,5,6,2,3,3,3,3,3,"Female",23,"White","No",1,1,"No Children","Partners/Family","","CA","Some college","Student",NA,5,4,2,3,3,"Democrat","",2,30,4,3,"","Leader","Deontological","Female",NA,"White",2,3,4,3,"Passed","Passed","Passed"
1,2,NA,6,6,7,1,4,3,3,3,6,5,6,4,5,6,6,4,1,7,"Yes","No","Virtue",4,4,5,5,5,4,5,3,4,3,"Female",55,"White","Yes",1,2,"3 Children","Partners/Family","","NM","Some college","Part-Time","Yes",4,5,2,3,3,"Democrat","",0,0,8,4,"","Citizen","Non-Moral","Female",NA,"White",2,3,4.6,4,"Passed","Passed","Passed"
1,4,3,7,7,7,7,3,6,6,6,6,7,7,3,4,7,2,4,1,7,"Yes","No","Utilitarian",1,2,3,6,1,1,2,1,2,1,"Female",31,"Asian","Yes",1,2,"3 Children","Partners/Family","","Oklahoma ","2 year Degree","Unemployed",NA,6,3,2,4,4,"Democrat","",4,0,10,6,"","Leader","Utilitarian","Female",NA,"Asian",3,4,2.6,1.5,"Passed","Passed","Passed"
1,4,2,7,6,6,6,4,3,3,6,5,5,6,1,5,7,7,5,1,7,"No","No","Virtue",2,4,2,4,2,6,3,6,6,1,"Male",24,"White","No",1,2,"No Children","Partners/Family","","Texas","4 Year Degree","Full-Time","Yes",3,3,2,5,2,"Democrat","",4,0,7,3,"","Leader","Virtue","Male",NA,"White",4,3.5,2.8,5.25,"Passed","Passed","Passed"
1,4,NA,7,5,5,1,4,4,4,4,4,4,5,3,5,4,5,4,4,6,"Yes","No","Utilitarian",4,4,4,4,4,4,4,4,4,3,"Female",38,"White","Yes",1,2,"2 Children","Partners/Family","","South Carolina","High School","Part-Time","Yes",2,8,2,4,4,"Independent","",8,0,6,4,"","Leader","Non-Moral","Female",NA,"White",1,4,4,4,"Passed","Passed","Passed"
1,2,1,2,2,2,2,2,2,2,2,4,4,2,2,2,4,4,5,1,1,"No","No","Utilitarian",6,3,3,4,5,6,6,6,6,2,"Male",33,"White","No",1,4,"1 Child","Alone","","Arkansas","4 Year Degree","Full-Time","No",7,6,1,4,4,"None","",0,0,10,5,"","Citizen","Deontological","Male",NA,"White",4,4,4.2,6,"Passed","Passed","Passed"
1,2,2,5,5,5,1,2,5,5,6,2,4,7,1,4,7,7,7,7,7,"Yes","No","Utilitarian",1,2,5,6,1,1,1,3,1,6,"Female",24,"White","No",2,1,"No Children","Housemates","","North Carolina","4 Year Degree","Student",NA,3,7,1,6,6,"Democrat","",4,30,8,4,"","Citizen","Virtue","Female",NA,"White",4,6,3,1.5,"Passed","Passed","Passed"
1,2,3,7,4,2,1,4,3,1,3,5,5,5,1,2,5,2,3,4,3,"No","No","Utilitarian",4,2,2,2,2,3,3,4,5,3,"Male",49,"White","Yes",1,1,"No Children","Alone","","Arizona","Some college","Part-Time","No",4,3,2,2,2,"Other","Green",0,15,6,2,"The question about torturing an innocent person to get information to stop a bomb from going off is weird. If they have information that would stop the bomb, and you have to torture them to get it, how are they innocent?","Citizen","Utilitarian","Male",NA,"White",2,2,2.4,3.75,"Passed","Passed","Passed"
1,4,3,7,7,6,1,5,4,2,5,6,6,6,2,4,7,6,6,3,6,"Yes","No","Utilitarian",2,3,2,2,3,3,1,3,2,5,"Female",49,"White","No",1,1,"No Children","Alone","","North Carolina","PostGrad or Professional degree","Full-Time","Unsure",8,5,3,2,2,"Democrat","",2,0,8,4,"","Leader","Utilitarian","Female",NA,"White",5,2,2.4,2.25,"Passed","Passed","Passed"
1,4,NA,7,7,7,4,7,7,7,7,6,6,7,4,4,5,6,5,2,7,"Yes","No","Deontological",4,5,5,6,4,2,5,4,4,3,"Male",37,"Asian","No",2,2,"2 Children","Partners/Family","","california","4 Year Degree","Full-Time","No",10,7,3,3,3,"Democrat","",2,30,10,5,"none. thank you","Leader","Non-Moral","Male",NA,"Asian",4,3,4.8,3.75,"Passed","Passed","Passed"
1,4,2,1,7,7,1,1,7,7,5,7,7,7,1,1,7,1,4,1,7,"No","No","Utilitarian",2,3,6,6,6,4,2,6,5,1,"Male",65,"White","Not Sure",1,2,"2 Children","Partners/Family","","New York","4 Year Degree","Full-Time","Yes",10,7,3,4,5,"Democrat","",0,30,5,3,"","Leader","Virtue","Male",NA,"White",4,4.5,4.6,4.25,"Passed","Passed","Passed"
